R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_sapm,B_sapm,R_str_def,B_str_def,R_td_def,B_td_def,grapple_ratio_diff,striker_vs_wrestler,wrestler_vs_striker,southpaw_adv_diff,both_southpaw,weightclass_rank_diff,div_womens_strawweight,div_womens_flyweight,div_womens_bantamweight,div_womens_featherweight,div_flyweight,div_bantamweight,div_featherweight,div_lightweight,div_welterweight,div_middleweight,div_light_heavyweight,div_heavyweight,R_head_acc,B_head_acc,R_body_acc,B_body_acc,R_leg_acc,B_leg_acc,R_head_def,B_head_def,R_body_def,B_body_def,R_dist_def,B_dist_def,R_ground_def,B_ground_def,R_elo,B_elo,R_glicko,B_glicko,R_glicko_rd,B_glicko_rd,R_recent_win_rate,B_recent_win_rate,R_recent_finish_rate,B_recent_finish_rate,R_sos,B_sos,R_str_acc_slope,B_str_acc_slope,R_splm_slope,B_splm_slope,R_td_acc_slope,B_td_acc_slope,R_ko_rate,B_ko_rate,R_sub_rate,B_sub_rate,R_dec_rate,B_dec_rate,R_days_since_last,B_days_since_last,R_ko_vuln,B_ko_vuln,R_kd_received,B_kd_received,R_ewma_str_acc,B_ewma_str_acc,R_ewma_td_acc,B_ewma_td_acc,R_ewma_head_acc,B_ewma_head_acc,R_ewma_body_acc,B_ewma_body_acc,R_ewma_dist_acc,B_ewma_dist_acc,R_str_acc_var,B_str_acc_var,R_opp_adj_splm,B_opp_adj_splm,R_opp_adj_td_avg,B_opp_adj_td_avg,R_opp_adj_head_acc,B_opp_adj_head_acc,R_opp_adj_body_acc,B_opp_adj_body_acc,R_opp_adj_dist_acc,B_opp_adj_dist_acc,R_ewma_splm,B_ewma_splm,R_ewma_td_avg,B_ewma_td_avg,R_ewma_sapm,B_ewma_sapm,R_ewma_clinch_per,B_ewma_clinch_per,R_ewma_sub_att,B_ewma_sub_att,R_ewma_kd_received,B_ewma_kd_received,R_ewma_reversals,B_ewma_reversals,R_career_reversals,B_career_reversals,R_ewma_ctrl_r1,B_ewma_ctrl_r1,R_ewma_splm_r1,B_ewma_splm_r1,R_ewma_reversals_r1,B_ewma_reversals_r1
Nate Diaz,Marcus Davis,-190.0,175.0,52.63,175.0,2010-08-28,"Boston, Massachusetts, USA", USA,Red,0,Welterweight,MALE,3,0,1,0,2.81,0.51,0.92,0.85,0.29,6,4.0,25,0,0,1,1,3,4,0,9.0,Southpaw,177.8,177.8,170.0,0,1,0,2.34,0.42,1.3,1.2,0.43,5,3.0,21,1,0,1,0,1,5,0,7.0,Southpaw,182.88,193.04,170.0,25.0,37.0,0,0,1,2.0,-1.0,4,-1,2,-1,-5.08,-15.24,-12.0,-2.02,-0.38,-0.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,4:02,842.0,,,,,,,2.25,2.47,57.39,63.05,46.67,22.22,0.1067,0.1535,0.2603,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,27.51,37.42,56.45,69.51,85.37,84.91,69.64,76.53,31.11,30.86,70.73,69.86,41.03,54.29,1445.0,1445.0,1500.0,1500.0,350.0,350.0,1.0,1.0,1.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,154.0,112.0,0.0,2.0,1.0,2.0,0.4021,0.5049,0.2754,0.1605,0.3366,0.4267,0.6352,0.711,0.3071,0.3815,0.1379,0.1263,2.8109,2.7534,1.5188,1.6989,29.5411,41.7673,57.4012,66.4078,33.3279,43.6412,6.0894,2.3983,1.2166,0.6914,1.8239,2.8657,0.5841,0.6203,1.4149,1.5682,0.0209,0.0146,0.201,0.0,2.0,0.0,0.2416,0.2143,5.7996,1.8817,0.0201,0.0
Joe Lauzon,Gabe Ruediger,-320.0,290.0,31.25,290.0,2010-08-28,"Boston, Massachusetts, USA", USA,Red,0,Lightweight,MALE,3,1,0,0,1.16,0.3,0.0,2.0,0.16,0,1.0,2,0,0,0,0,0,0,0,0.0,Orthodox,177.8,178.0,155.0,1,0,0,1.68,0.52,2.43,2.0,0.67,3,2.0,13,0,0,0,0,2,3,0,5.0,Orthodox,177.8,180.34,155.0,26.0,32.0,0,0,-3,-5.0,1.0,-11,0,-2,-3,0.0,-2.34,-6.0,-4.86,-2.43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,2:01,121.0,,,,,,,2.21,0.0,59.68,0.0,40.0,0.0,-0.0894,0.2889,0.1995,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,49.06,0.0,100.0,0.0,0.0,0.0,66.67,0.0,10.53,0.0,68.13,0.0,55.68,0.0,1400.0,1400.0,1662.3109,1662.3109,290.506,290.319,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,1.0,1.0,0.0,2.0,0.4695,0.3043,0.5742,0.1667,0.4463,0.25,0.864,1.0,0.284,0.0,0.1673,0.0,1.5818,1.6266,4.6423,3.3989,35.3904,31.3303,96.383,166.8713,24.9995,0.0,2.1533,1.1634,4.603,4.9861,3.544,3.3241,0.4148,0.4986,4.6937,0.0,0.0,0.3324,0.4622,0.0,2.0,0.0,0.2948,0.43,2.1089,1.4,0.0093,0.0
Andre Winner,Nik Lentz,-115.0,105.0,86.96,105.0,2010-08-28,"Boston, Massachusetts, USA", USA,Blue,0,Lightweight,MALE,3,0,1,0,4.6,0.43,2.0,4.0,0.46,1,1.0,9,0,0,0,2,0,0,0,2.0,Orthodox,172.72,172.72,155.0,0,2,0,3.27,0.44,0.0,0.0,0.0,2,1.0,7,1,0,0,1,1,0,0,2.0,Orthodox,180.34,185.42,155.0,28.0,26.0,0,-1,-1,0.0,0.0,2,-1,-1,0,-7.62,-12.7,2.0,21.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,4.63,2.8,51.15,67.19,100.0,61.54,-0.4651,0.4651,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,39.73,27.52,65.38,82.35,93.33,75.76,65.0,72.2,25.58,39.13,67.42,69.23,0.0,69.23,1445.0,1445.0,1662.3109,1500.0,290.506,350.0,1.0,1.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,150.0,150.0,0.0,0.0,0.0,1.0,0.4164,0.4395,0.0,0.4009,0.3146,0.318,0.489,0.8229,0.2907,0.3239,0.1221,0.0818,4.2499,4.6233,0.0,3.5182,31.7579,33.6325,46.8107,77.5222,50.0987,43.5775,3.8851,3.8877,0.0,4.0,3.7125,2.3228,1.1595,0.7509,0.0,1.6316,0.0,0.0316,0.0,0.0,0.0,0.0,0.1556,0.2846,3.6816,3.3158,0.0,0.0
Dan Miller,John Salter,-230.0,190.0,43.48,190.0,2010-08-28,"Boston, Massachusetts, USA", USA,Red,0,Middleweight,MALE,3,0,1,0,5.0,0.26,0.0,1.0,0.29,1,1.0,4,0,0,0,0,1,0,0,1.0,Southpaw,185.42,187.96,185.0,3,0,0,1.31,0.3,1.0,1.17,0.18,3,3.0,14,0,0,0,1,0,2,0,3.0,Orthodox,185.42,187.96,185.0,29.0,25.0,3,1,-2,-2.0,2.0,-10,0,1,-2,0.0,0.0,4.0,-13.67,-1.0,-0.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,1:53,413.0,,,,,,,1.75,1.57,50.3,74.07,46.67,50.0,0.3051,0.088,0.3931,-1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,30.53,9.72,40.74,0.0,78.57,0.0,57.45,75.0,18.75,75.0,60.71,79.03,38.71,61.11,1355.0,1445.0,1337.6891,1502.5491,290.319,256.3452,0.0,1.0,0.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,112.0,0.0,1.0,0.0,0.0,0.2892,0.296,0.1532,0.3,0.213,0.3389,0.353,0.6,0.2299,0.19,0.1709,0.2343,1.5521,0.5147,1.4447,0.8891,30.9806,8.3887,34.3501,79.4625,27.2721,10.9301,1.9957,0.8756,0.7985,3.7811,3.0068,1.738,0.2165,0.4444,4.4139,0.0,0.0,0.0,1.5467,0.0,1.0,0.0,0.1209,0.335,2.1244,0.9067,0.1031,0.0
Nick Osipczak,Greg Soto,-200.0,170.0,50.0,170.0,2010-08-28,"Boston, Massachusetts, USA", USA,Blue,0,Welterweight,MALE,3,1,0,0,1.83,0.53,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Orthodox,180.34,185.42,170.0,1,0,0,3.42,0.53,1.0,1.0,0.5,2,1.0,7,0,0,0,0,1,1,0,2.0,Orthodox,187.96,193.04,170.0,25.0,24.0,0,0,-2,-2.0,0.0,-4,0,-1,-1,-7.62,-7.62,1.0,-8.33,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,2.05,0.0,52.63,0.0,71.43,0.0,0.2262,0.0,0.2262,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,40.86,0.0,52.94,0.0,61.9,0.0,72.09,0.0,33.33,0.0,62.5,0.0,44.44,0.0,1355.0,1355.0,1500.0,1500.0,350.0,350.0,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,154.0,0.0,0.0,0.0,0.0,0.5656,0.5385,0.4474,0.0,0.3897,0.3793,0.7238,1.0,0.323,0.4348,0.1282,0.0,3.3593,1.7097,1.9546,0.0,58.8323,32.9476,85.4681,118.6641,38.393,41.3543,2.7344,1.8261,1.8086,0.0,2.0752,4.087,1.469,0.8696,1.6761,0.0,0.0,0.0,0.6824,0.0,2.0,0.0,0.1561,0.1167,0.9933,2.2,0.0632,0.0
Mike Pierce,Amilcar Alves,-325.0,265.0,30.77,265.0,2010-08-28,"Boston, Massachusetts, USA", USA,Red,0,Welterweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Southpaw,182.88,185.42,170.0,0,1,0,2.7,0.44,0.0,4.33,0.55,1,1.0,9,0,0,0,2,0,0,0,2.0,Orthodox,172.72,177.8,170.0,29.0,22.0,0,-1,-1,-2.0,1.0,-9,0,0,0,10.16,7.62,7.0,-40.0,0.0,-4.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,3.0,3:11,791.0,,,,,,,2.2,0.0,66.33,0.0,60.0,0.0,0.6159,0.0,0.0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,20.59,0.0,68.75,0.0,92.31,0.0,73.01,0.0,30.43,0.0,68.71,0.0,33.33,0.0,1445.0,1400.0,1662.3109,1337.6891,290.319,290.319,1.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,160.0,175.0,0.0,0.0,0.0,0.0,0.4463,0.0,0.5569,0.0,0.3038,0.0,0.6475,0.0,0.2638,0.0,0.1135,0.0,2.4522,0.0,2.8491,0.0,23.9363,0.0,61.8819,0.0,23.4453,0.0,2.7474,0.0,4.4211,0.0,1.8491,0.0,0.7789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458,0.0,1.7368,0.0,0.0,0.0
Anderson Silva,Chael Sonnen,-460.0,410.0,21.74,410.0,2010-08-07,"Oakland, California, USA", USA,Red,1,Middleweight,MALE,5,0,3,0,2.96,0.45,0.0,3.29,0.51,3,3.0,17,0,0,0,4,0,0,0,4.0,Southpaw,185.42,187.96,205.0,0,11,0,4.2,0.75,0.27,0.18,0.18,11,0.0,24,7,0,0,2,7,2,0,11.0,Southpaw,187.96,195.58,185.0,35.0,33.0,0,-8,-8,-7.0,-3.0,-7,-7,-7,-2,-2.54,-7.62,2.0,-2.0,-0.27,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,5.0,3:10,1390.0,,,,,,,1.29,1.01,69.21,74.15,75.86,58.33,-0.4853,0.5048,0.0195,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,28.13,90.79,45.95,92.41,84.51,82.67,77.98,33.33,30.77,75.0,78.1,48.57,40.0,1445.0,1400.0,1662.3109,1662.3109,290.319,290.506,1.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,119.0,175.0,0.0,0.0,0.0,0.0,0.639,0.5095,0.1197,0.6725,0.5463,0.4369,0.7258,0.6774,0.5993,0.4713,0.1911,0.1756,3.6071,2.8966,0.242,4.7166,61.2068,34.4994,80.6306,44.6482,66.1754,33.0076,4.0446,3.2543,0.202,4.3678,0.8043,1.0971,0.3929,0.5132,0.1225,0.0,0.0,0.0,0.0275,0.0,1.0,0.0,0.0738,0.7229,3.5965,4.5798,0.0026,0.0
Jon Fitch,Thiago Alves,116.0,-126.0,116.0,79.37,2010-08-07,"Oakland, California, USA", USA,Red,0,Welterweight,MALE,3,1,0,0,3.53,0.5,0.33,0.5,0.33,7,3.0,27,1,0,0,2,6,0,1,9.0,Orthodox,175.26,177.8,170.0,0,4,0,2.41,0.52,0.85,3.0,0.54,8,1.0,37,1,0,1,7,1,3,0,12.0,Orthodox,182.88,193.04,170.0,32.0,26.0,-1,-4,-1,-3.0,-2.0,-10,0,6,-3,-7.62,-15.24,6.0,-6.51,-0.51,-2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,1.75,2.33,52.87,64.5,58.33,77.55,0.4305,0.0553,0.4857,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,39.18,33.71,77.06,82.22,70.67,77.21,64.19,72.2,27.63,32.26,65.45,75.68,31.17,26.83,1445.0,1400.0,1337.6891,1500.0,290.506,350.0,1.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.0,175.0,0.0,1.0,3.0,2.0,0.5302,0.3871,0.4599,0.1721,0.4375,0.2821,0.8198,0.6432,0.3862,0.3309,0.1809,0.1592,3.4322,3.215,3.0268,0.6343,59.2279,35.1362,78.3823,79.3711,46.7248,43.5188,3.2644,2.9196,2.9708,0.4458,1.7615,2.2895,0.9051,0.4564,0.4732,0.1331,0.0079,0.0148,0.0,0.0,0.0,0.0,0.6307,0.0494,2.0755,2.6177,0.0,0.0
Clay Guida,Rafael Dos Anjos,116.0,-126.0,116.0,79.37,2010-08-07,"Oakland, California, USA", USA,Red,0,Lightweight,MALE,3,0,3,0,2.32,0.38,1.6,2.6,0.42,3,2.0,14,0,0,0,2,0,1,0,3.0,Southpaw,172.72,177.8,170.0,0,1,0,2.71,0.4,0.64,3.27,0.44,3,5.0,28,0,0,2,1,1,2,0,6.0,Orthodox,170.18,177.8,155.0,28.0,25.0,0,2,0,-3.0,3.0,-14,0,-1,-1,2.54,0.0,3.0,-0.56,0.96,-0.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Injury,3.0,1:51,711.0,,,,,,,2.83,2.5,63.96,71.28,75.0,80.0,0.0184,0.2395,0.2579,-1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,28.25,22.41,65.79,44.44,89.53,75.93,67.3,81.7,23.53,34.09,69.53,74.94,25.86,42.11,1445.0,1445.0,1337.6891,1500.0,290.506,350.0,1.0,1.0,1.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,139.0,119.0,0.0,1.0,2.0,1.0,0.3601,0.423,0.5234,0.4949,0.2649,0.3463,0.6225,0.6327,0.1901,0.2236,0.1196,0.1447,2.7451,2.7821,4.0348,2.1098,29.5483,27.7273,60.6526,45.1031,36.5339,36.1629,2.119,2.5795,3.0498,3.2603,2.1307,1.6281,0.3439,0.3115,0.7689,1.6728,0.0407,0.0071,0.0,0.1137,0.0,1.0,0.4992,0.32,2.0528,2.4493,0.0,0.0227
Matt Hughes,Ricardo Almeida,178.0,-193.0,178.0,51.81,2010-08-07,"Oakland, California, USA", USA,Red,0,Welterweight,MALE,3,0,3,0,1.87,0.58,1.38,3.12,0.49,3,3.0,18,0,0,0,2,0,3,0,5.0,Orthodox,182.88,187.96,170.0,0,2,0,2.21,0.55,0.68,2.14,0.55,6,5.0,48,12,0,0,5,6,4,2,17.0,Switch,175.26,185.42,170.0,36.0,33.0,0,1,-3,-12.0,2.0,-30,-12,-8,-1,7.62,2.54,3.0,-4.65,0.69,0.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,3:15,195.0,,,,,,,1.05,1.45,51.51,59.69,26.67,22.22,-0.1333,0.3177,0.1844,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,49.84,42.64,94.02,87.5,94.44,88.24,57.6,73.47,25.42,12.9,66.92,74.0,30.33,48.94,1445.0,1445.0,1500.0,1500.0,350.0,350.0,1.0,1.0,1.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,119.0,133.0,2.0,1.0,6.0,1.0,0.5606,0.5738,0.2465,0.4783,0.3765,0.4781,0.8253,0.8191,0.3001,0.5243,0.114,0.0946,2.387,2.0249,3.7875,4.1391,51.4031,43.3955,88.7713,72.6726,45.5326,53.0206,2.7757,2.1599,1.4222,7.157,1.9511,1.2436,0.5626,0.5688,0.4584,2.4783,0.0552,0.0065,0.1082,0.0,4.0,0.0,0.3481,0.6623,1.8171,2.322,0.0033,0.0
Roy Nelson,Junior Dos Santos,315.0,-345.0,315.0,28.99,2010-08-07,"Oakland, California, USA", USA,Blue,0,Heavyweight,MALE,3,0,5,0,6.29,0.54,0.0,0.0,0.0,5,0.0,7,0,0,0,0,5,0,0,5.0,Orthodox,193.04,195.58,238.0,0,2,0,2.13,0.41,0.0,0.5,0.25,2,0.0,2,1,0,0,0,2,0,0,2.0,Orthodox,182.88,182.88,263.0,34.0,26.0,0,3,3,3.0,0.0,5,-1,3,0,10.16,12.7,8.0,16.1,0.0,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,3.2,1.89,75.0,58.11,0.0,100.0,0.1901,0.0,0.1901,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,22.86,34.46,0.0,71.88,0.0,85.71,72.73,67.92,100.0,54.55,75.0,58.73,0.0,0.0,1445.0,1445.0,1337.6891,1662.3109,290.506,290.319,1.0,1.0,1.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,129.0,139.0,0.0,0.0,0.0,0.0,0.4514,0.5281,0.2,0.0,0.4514,0.4687,0.0,0.652,0.3903,0.4728,0.2626,0.1098,4.4185,5.7102,3.4091,0.0,36.0086,37.6841,0.0,67.517,26.228,50.5083,9.161,6.5749,1.6,0.0,3.1262,1.9022,0.0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706,0.0626,9.161,6.2962,0.0,0.0
Dustin Hazelett,Rick Story,-150.0,130.0,66.67,130.0,2010-08-07,"Oakland, California, USA", USA,Blue,0,Welterweight,MALE,3,0,3,0,2.38,0.33,2.0,3.0,0.68,3,1.0,11,0,0,2,0,0,1,0,3.0,Southpaw,175.26,180.34,170.0,1,0,0,2.57,0.41,1.62,0.25,0.25,3,3.0,12,0,0,0,1,0,4,0,5.0,Orthodox,185.42,193.04,170.0,24.0,25.0,1,3,0,-2.0,2.0,-1,0,0,-3,-10.16,-12.7,-1.0,14.88,0.38,2.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,1:15,375.0,,,,,,,2.29,1.63,53.3,77.31,33.33,64.29,-0.469,0.5082,0.0392,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,36.17,20.7,75.0,75.0,68.75,100.0,61.96,87.44,28.0,41.67,59.39,82.06,25.93,57.14,1400.0,1445.0,1500.0,1662.3109,350.0,290.319,0.0,1.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,119.0,2.0,0.0,2.0,0.0,0.4035,0.3494,0.1846,0.5708,0.3154,0.2739,0.572,0.7734,0.3911,0.2174,0.1215,0.0689,2.4688,3.5436,0.5179,3.053,38.5184,49.217,68.5719,77.6463,34.9653,36.5828,2.2685,2.4388,0.2672,3.6432,3.1159,1.616,0.0899,0.3964,5.8198,1.758,0.1606,0.0,0.2368,0.6462,1.0,4.0,0.0305,0.5737,2.2782,3.28,0.0308,0.0492
Rodney Wallace,Phil Davis,600.0,-900.0,600.0,11.11,2010-08-07,"Oakland, California, USA", USA,Blue,0,Light Heavyweight,MALE,3,0,2,0,3.2,0.62,1.0,2.0,0.48,2,0.0,4,0,0,0,1,0,1,0,2.0,Orthodox,187.96,200.66,205.0,2,0,0,1.0,0.46,1.5,9.0,0.65,0,2.0,6,0,0,0,0,0,0,0,0.0,Switch,175.26,182.88,205.0,28.0,25.0,2,2,2,2.0,2.0,-2,0,0,1,12.7,17.78,3.0,6.5,-0.5,-7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,2.4,0.33,46.27,81.48,100.0,0.0,0.5154,0.0385,0.5538,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,33.33,36.62,75.0,80.77,0.0,16.67,64.29,100.0,40.0,33.33,63.33,84.62,45.45,0.0,1355.0,1445.0,1662.3109,1662.3109,290.506,290.506,0.0,1.0,0.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,133.0,119.0,0.0,0.0,1.0,0.0,0.4805,0.6531,0.6944,0.42,0.4333,0.4465,0.75,0.9231,0.4263,0.3606,0.0612,0.2204,2.9223,4.427,4.6012,2.0535,82.3522,68.5109,78.2209,166.8713,89.7215,21.5159,1.76,2.9885,9.4,3.0305,3.36,0.1333,0.6133,0.8389,1.4,2.2305,0.04,0.0,0.6,0.0,1.0,0.0,0.588,0.6408,3.36,3.0685,0.0,0.0
Johny Hendricks,Charlie Brenneman,-370.0,310.0,27.03,310.0,2010-08-07,"Oakland, California, USA", USA,Red,0,Welterweight,MALE,3,0,1,0,2.2,0.62,0.0,6.0,0.6,1,0.0,3,0,0,0,1,0,0,0,1.0,Orthodox,177.8,182.88,155.0,0,3,0,3.62,0.57,1.33,5.0,0.5,3,0.0,7,0,1,0,1,1,0,0,3.0,Southpaw,175.26,175.26,185.0,26.0,29.0,0,-2,-2,-2.0,0.0,-4,0,-1,0,2.54,7.62,-3.0,-3.33,-1.33,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,0:40,340.0,,,,,,,1.16,0.0,48.57,0.0,83.33,0.0,-0.1517,0.3073,0.1556,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,53.09,0.0,66.67,0.0,87.5,0.0,63.16,0.0,40.0,0.0,60.0,0.0,0.0,0.0,1445.0,1445.0,1662.3109,1662.3109,290.319,290.506,1.0,1.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91.0,129.0,0.0,0.0,0.0,0.0,0.5946,0.6226,0.6316,0.6,0.5412,0.4333,0.5263,0.9474,0.4913,0.3,0.0954,0.0,3.8902,2.2,2.935,6.0,54.6958,43.3333,889.9804,94.7368,48.5354,30.0,5.7543,2.2,6.0,6.0,3.3238,0.8,3.1252,0.1333,1.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635,0.6467,5.5122,4.2,0.0,0.0
